health_sys_id,health_sys_name,health_sys_city,health_sys_state,in_onekey,in_aha,onekey_id,aha_sysid,total_mds,prim_care_mds,total_nps,total_pas,grp_cnt,hosp_cnt,acutehosp_cnt,nh_cnt,sys_multistate,sys_beds,sys_dsch,sys_res,maj_inv_owned,deg_children,sys_incl_majteachhosp,sys_incl_vmajteachhosp,sys_teachint,sys_incl_highdpphosp,sys_highucburden,sys_incl_highuchosp,sys_anyins_product,sys_mcare_adv,sys_mcaid_mngcare,sys_healthins_mktplc,sys_ma_plan_contracts,sys_ma_plan_enroll,sys_apm,sys_aco,sys_ebpm,sys_pctm
HSI00001155,University of Mississippi Health Care,Jackson,MS,1,1,18265811,0915,1232,247,271,4,51,3,3,0,1,774,32514,534.91,0,0,1,1,2,1,1,1,0,0,0,0,,,0,0,0,0
HSI00001156,University Hospitals,Shaker Heights,OH,1,1,17773675,0112,2934,969,549,174,401,17,14,2,1,2257,114092,893.92,0,1,1,1,2,0,0,1,0,0,0,0,,,1,1498,50,11
HSI00001159,University Medical Center Health System,Lubbock,TX,1,0,18294903,,139,76,89,22,35,1,1,0,1,458,21018,212.41,0,0,1,0,2,0,1,1,0,0,0,0,,,1,38,0,0
HSI00001160,University Medical Center of Southern Nevada,Las Vegas,NV,1,0,17773678,,365,142,25,23,18,1,1,0,1,497,24388,198.05,0,0,1,0,2,1,1,0,0,0,0,0,,,1,57,14,0
HSI00001165,University of Texas Health System,Austin,TX,0,1,,0033,5492,1037,,,192,7,5,,1,1218,60628,725.79,0,0,1,1,2,0,0,0,1,1,0,0,,,1,1364,84,0
HSI00001166,University of Arkansas for Medical Sciences,Little Rock,AR,1,0,18226400,,1047,363,182,21,48,1,1,0,1,494,27996,325.21,0,0,1,1,2,1,0,0,0,0,0,0,,,1,698,0,67
HSI00001168,UC Health,Oakland,CA,1,1,17773832,6405,10147,2570,1215,151,641,10,8,0,1,3292,166032,2718.22,0,1,1,1,2,1,0,0,1,1,1,0,,,1,5045,0,0
HSI00001169,University of Colorado Health,Aurora,CO,1,1,18956754,0381,2846,741,774,425,267,11,11,1,2,2061,102826,653.9,0,1,1,1,2,1,0,0,0,0,0,0,,,1,1885,0,209
HSI00001170,University of Connecticut Health Center,Farmington,CT,1,0,18294969,,625,143,116,33,27,1,1,0,1,142,9334,217.5,0,0,1,1,2,0,1,0,0,0,0,0,,,0,0,0,0
HSI00001171,University of Illinois Medical Center,Chicago,IL,1,0,17774127,,1380,338,142,9,90,1,1,0,1,434,19291,493.14,0,0,1,1,2,1,0,0,0,0,0,0,,,0,0,0,0
HSI00001172,University of Iowa Hospitals and Clinics,Iowa City,IA,1,0,17774128,,1874,498,209,66,59,3,3,0,1,749,33773,596.06,0,0,1,1,2,0,0,1,1,0,0,1,,,1,883,0,0
HSI00001173,The University of Kansas Health System,Kansas City,KS,1,1,17773345,1040,2162,761,282,113,119,6,6,1,1,1274,53322,360.02,0,0,1,0,2,0,0,1,1,0,0,0,,,1,814,0,75
HSI00001174,University of Kentucky Healthcare,Lexington,KY,1,0,17773514,,1667,443,217,62,70,3,2,0,1,883,40909,526.67,0,0,1,0,2,1,0,0,0,0,0,0,,,0,0,0,0
HSI00001175,University of Maryland Medical System,Baltimore,MD,1,1,17773833,0216,2390,623,629,245,231,14,12,1,1,2474,112346,722.59,0,0,1,1,2,1,0,0,1,1,1,0,H8854,10732,1,301,0,0
HSI00001176,University of Miami Health System,Miami,FL,1,1,18247237,0881,2598,193,287,24,119,3,1,0,1,476,21421,118.22,0,0,0,0,1,1,0,0,0,,,,,,0,0,0,0
HSI00001177,University of Michigan Health System,Ann Arbor,MI,1,0,17773977,,3263,883,497,372,123,2,2,0,1,1117,55339,1034.62,0,0,1,1,2,0,0,0,0,0,0,0,,,1,1871,110,159
HSI00001178,University of Missouri Health Care,Columbia,MO,1,1,17773676,0227,1219,374,95,38,65,5,4,0,1,629,31116,380.89,0,1,1,1,2,0,0,0,0,0,0,0,,,0,0,0,0
HSI00001179,University of Rochester Medical Center,Rochester,NY,1,1,17773972,0223,1686,447,410,192,177,6,6,3,1,1201,65224,742.27,0,0,1,1,2,1,0,0,0,0,0,0,,,0,0,0,0
HSI00001180,University of South Alabama Hospitals,Mobile,AL,1,1,17773517,0057,431,135,46,16,31,2,1,0,1,148,7794,138.59,0,0,1,1,2,1,1,1,0,0,0,0,,,1,0,17,0
HSI00001181,University of Southern California,Los Angeles,CA,1,1,18248385,0954,1744,284,159,51,67,3,2,0,1,423,17695,139.06,0,0,1,0,2,0,0,0,0,0,0,0,,,1,2,0,0
HSI00001184,University of Utah Hospitals and Clinics,Salt Lake City,UT,1,0,17773679,,1394,266,233,159,109,2,1,0,1,516,31550,379.3,0,0,1,1,2,0,0,0,1,1,1,1,,,0,0,0,0
HSI00001185,University of Vermont Health Network,Burlington,VT,1,0,17774092,,1188,359,213,166,171,7,7,5,2,932,35736,278.95,0,0,1,1,2,0,0,1,1,1,1,1,,,1,809,0,0
HSI00001186,University of Virginia Health System,Charlottesville,VA,1,1,17774133,0860,1374,237,244,45,140,2,1,0,1,577,28950,653.61,0,0,1,1,2,0,0,0,1,1,0,0,,,0,0,0,0
HSI00001188,Upper Peninsula Health Care Solutions,Marquette,MI,1,0,17830976,,151,56,44,31,29,6,6,4,1,250,6540,0,0,0,0,0,0,0,0,0,1,0,1,0,,,1,60,0,0
HSI00001213,VCU Health System,Richmond,VA,1,1,17773805,0939,886,184,258,38,115,4,2,1,1,767,39616,467.33,0,0,1,1,2,0,1,0,1,1,1,1,H9877,4290,0,0,0,0
HSI00001214,Vail Health,Vail,CO,1,0,18240893,,96,17,15,16,21,1,1,0,1,56,2075,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
HSI00001217,Valley Health System,Winchester,VA,1,1,17773523,0128,267,96,111,48,67,6,6,3,2,524,25322,16.26,0,0,0,0,1,0,0,1,0,0,0,0,,,1,177,0,0
HSI00001218,Valley Health System,Ridgewood,NJ,1,0,17773351,,315,110,92,28,76,1,1,0,1,365,22190,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,266,0,54
HSI00001219,Valley Health Systems,Holyoke,MA,1,0,17779643,,113,43,43,16,12,1,1,0,1,165,5602,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,44,0,0
HSI00001222,Vanderbilt University Medical Center,Nashville,TN,1,1,17773682,0387,2084,395,648,46,146,1,1,0,1,941,57902,732.49,0,0,1,1,2,0,0,0,0,0,0,0,,,1,1339,66,0
HSI00001223,Ventura County Health Care Agency,Ventura,CA,1,0,18360896,,298,168,35,23,45,1,1,0,1,272,13756,42.09,0,0,0,0,1,1,1,1,,,,,,,0,0,0,0
HSI00001224,Verity Health System,El Segundo,CA,1,1,17844471,1075,409,74,29,41,35,6,6,3,1,1334,50332,27.23,0,0,0,0,1,1,0,1,0,0,0,0,,,1,0,7,0
HSI00001230,Vidant Health,Greenville,NC,1,1,17773674,0217,715,210,177,113,97,8,8,0,1,1126,52075,316.36,0,0,1,0,2,1,0,1,0,0,0,0,,,1,626,0,0
HSI00001232,Virginia Mason Health System,Seattle,WA,1,1,17837010,0986,872,285,114,72,30,2,2,1,1,405,22146,115.81,0,0,1,0,2,1,0,0,1,1,1,1,,,1,0,6,0
HSI00001233,Virtua Health,Marlton,NJ,1,1,17773527,6725,647,222,173,42,122,3,3,2,1,904,51439,39.97,0,0,0,0,1,0,0,0,1,0,0,0,,,1,0,0,51
HSI00001235,Wake Forest University Baptist Medical Center,Winston Salem,NC,1,1,17773684,0221,1387,351,230,242,178,6,6,0,1,1285,56652,607.12,0,0,1,1,2,0,0,0,0,0,0,0,,,1,1139,0,0
HSI00001236,Wakemed Health and Hospitals,Raleigh,NC,1,1,17773353,6705,371,97,97,115,69,2,2,0,1,741,42324,58.25,0,0,0,0,1,0,0,0,1,,1,,,,1,293,0,0
HSI00001238,Washington Health System,Washington,PA,1,1,19141033,0979,158,83,31,21,40,2,2,0,1,237,10483,20.13,0,0,0,0,1,0,0,0,0,0,0,0,,,1,81,0,0
HSI00001239,Washington Hospital Healthcare System,Fremont,CA,1,0,18287490,,133,32,7,16,27,1,1,0,1,289,12546,0,0,0,0,0,0,0,0,0,,,,,,,1,42,0,0
HSI00001240,Washington Regional,Fayetteville,AR,1,0,18215065,,132,51,52,10,33,1,1,0,1,340,16794,20.77,0,0,0,0,1,0,0,0,1,1,1,1,,,1,0,0,24
HSI00001243,Wellspan Health,York,PA,1,1,17816856,0068,1065,409,279,128,223,6,4,1,1,823,47808,163.41,0,0,1,0,1,0,0,0,1,1,0,0,,,1,742,0,0
HSI00001244,WellStar Health System,Marietta,GA,1,1,17778037,0995,1790,457,261,179,330,11,10,3,1,2319,111262,119.47,0,0,0,0,1,1,1,1,0,0,0,0,,,1,978,0,0
HSI00001250,West Tennessee Healthcare,Jackson,TN,1,1,17773356,0004,209,80,97,11,54,8,7,0,1,1009,39149,20.64,0,0,0,0,1,0,0,1,0,0,0,0,,,1,81,0,0
HSI00001251,West Virginia United Health System,Morgantown,WV,1,1,17779644,0119,1184,373,211,101,141,10,10,4,1,1338,67870,398.23,0,0,1,0,2,1,0,0,0,0,0,0,,,1,814,5,0
HSI00001252,Westchester Medical Center,Valhalla,NY,1,1,17773985,1004,801,137,122,76,67,8,8,3,1,1361,50071,343.5,0,0,1,0,2,1,0,1,0,0,0,0,,,1,112,0,0
HSI00001253,Western Connecticut Health Network,Danbury,CT,1,1,17773939,0811,786,235,82,148,72,3,3,0,1,585,29922,154.75,0,0,1,0,2,0,1,1,0,0,0,0,,,1,378,0,0
HSI00001255,Western Maryland Health System,Cumberland,MD,1,0,17773986,,110,27,44,20,35,1,1,1,1,200,12168,0,0,0,0,0,0,0,0,0,1,,1,,,,0,0,0,0
HSI00001259,Wheeling Hospital,Wheeling,WV,1,0,17847329,,178,82,38,24,36,3,3,1,2,270,10905,22.14,0,0,0,0,1,1,0,1,,,,,,,0,0,0,0
HSI00001260,White River Health System,Batesville,AR,1,1,18209632,0468,112,48,45,4,40,2,2,1,1,212,7704,2.52,0,0,0,0,1,0,0,0,0,0,0,0,,,1,93,0,6
HSI00001263,Willis-Knighton Health System,Shreveport,LA,1,1,17774137,1945,358,134,68,42,107,3,3,3,1,746,34386,32.23,0,0,0,0,1,0,0,0,0,0,0,0,,,1,8,0,0
HSI00001264,Winona Health,Winona,MN,1,0,18199792,,67,21,22,14,7,1,1,1,1,53,1930,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,52,0,0
HSI00001269,Witham Health Services,Lebanon,IN,1,0,17991322,,74,26,21,7,22,1,1,0,1,68,2308,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,57,0,0
HSI00001271,Wyoming Medical Center,Casper,WY,1,0,17817491,,60,22,7,4,7,1,1,0,1,191,8707,0,0,0,0,0,0,0,1,0,0,0,0,0,,,1,0,15,0
HSI00001272,Yale New Haven Health System,New Haven,CT,1,1,17774138,0157,2779,686,508,304,354,6,6,1,2,2076,111890,908.66,0,0,1,1,2,0,1,0,0,0,0,0,,,1,670,108,0
HSI00001273,Yavapai Regional Medical Center,Prescott,AZ,1,0,18361033,,121,38,34,21,24,2,2,0,1,206,11401,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,109,0,0
HSI00001274,York Hospital,York,ME,1,0,18388303,,108,35,38,23,35,1,1,0,1,66,3166,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,89,0,0
HSI00001275,Yuma Regional Medical Center,Yuma,AZ,1,0,18388031,,123,47,38,9,14,1,1,0,1,406,16317,17.78,0,0,0,0,1,0,1,1,1,1,0,0,,,0,0,0,0
HSI00001277,Advocate Aurora Health,Downers Grove,IL,1,1,17773294,1032,5370,2027,1426,552,807,27,24,2,2,5117,263330,787.76,0,0,1,1,1,1,0,0,1,0,0,0,,,1,3597,0,0
HSI00001278,American Academic Health System,El Segundo,CA,1,0,22500493,,534,201,61,17,18,2,2,0,1,595,25305,557.55,1,1,1,1,2,1,0,0,0,0,0,0,,,0,0,0,0
HSI00001281,Astria Health System,Sunnyside,WA,1,1,22251426,1031,105,32,17,17,37,3,3,0,1,185,6451,8.52,0,0,0,0,1,1,0,1,0,0,0,0,,,1,68,0,0
HSI00001284,Ballad Health,Johnson City,TN,1,1,17774104,1033,843,309,388,95,186,21,20,3,2,2054,95982,251.2,0,0,1,0,1,0,0,1,0,0,0,0,,,1,240,23,16
HSI00001286,Bristol Hospital,Bristol,CT,1,0,23068499,,84,26,11,20,23,1,1,0,1,90,5963,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0
HSI00001287,Broadlawns Medical Center,Des Moines,IA,1,0,23134766,,122,68,29,15,2,1,1,0,1,117,3266,28.69,0,0,0,0,1,1,0,0,0,0,0,0,,,0,0,0,0
HSI00001288,Brookdale University Hospital And Medical Center,Brooklyn,NY,1,0,23070383,,376,120,32,19,9,1,1,0,1,288,11867,235.21,0,0,1,1,2,1,0,0,0,0,0,0,,,0,0,0,0
HSI00001308,Gifford Health Care,Randolph,VT,1,0,22933084,,55,25,12,10,2,1,1,0,1,29,1279,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0
HSI00001309,Goshen Health,Goshen,IN,1,0,20906985,,115,47,58,4,39,1,1,0,1,123,6840,0,0,0,0,0,0,0,0,0,,,,,,,1,79,0,0
HSI00001313,Greenwood Leflore Hospital,Greenwood,MS,1,0,22932721,,55,17,29,0,18,1,1,0,1,173,5070,0,0,0,0,0,0,1,0,0,0,0,0,0,,,0,0,0,0
HSI00001314,Hancock Health,Greenfield,IN,1,0,22843700,,75,32,23,0,17,1,1,1,1,61,2652,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,46,0,0
HSI00001319,Holland Hospital,Holland,MI,1,0,23134512,,60,20,11,12,6,1,1,0,1,173,8131,0,0,0,0,0,0,0,0,0,,,,,,,1,0,0,17
HSI00001324,Indiana Regional Medical Center,Indiana,PA,1,0,23037478,,55,14,9,15,9,1,1,0,1,134,6033,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
HSI00001330,Memorial Hospital and Manor,Bainbridge,GA,1,0,22326335,,55,15,8,28,8,1,1,1,1,80,1945,0,0,0,0,0,0,0,1,0,,,,,,,1,0,22,0
HSI00001335,Nathan Littauer Hospital Association,Gloversville,NY,1,0,22251189,,53,31,29,19,10,1,1,0,1,62,2585,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
HSI00001339,North Country Healthcare,Littleton,NH,0,1,,1030,88,,,,,4,4,,1,91,3276,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,67,0,0
HSI00001340,Palos Health,Palos Heights,IL,1,0,22186810,,113,35,26,9,9,1,1,0,1,377,18652,0,0,0,0,0,0,0,0,0,,,,,,,1,65,0,0
HSI00001341,Parkview Medical Center,Pueblo,CO,1,0,21207714,,170,82,18,21,16,1,1,0,1,276,13976,44.88,0,0,0,0,1,0,0,0,0,0,0,0,,,0,0,0,0
HSI00001351,San Francisco Health Network,San Francisco,CA,1,0,22325837,,617,292,118,10,21,2,1,2,1,284,15089,264.23,0,0,1,1,2,1,1,1,0,0,0,0,,,0,0,0,0
HSI00001352,Schneck Medical Center,Seymour,IN,1,0,22849715,,57,20,27,7,10,1,1,0,1,92,2708,0,0,0,0,0,0,0,0,0,1,0,0,0,,,1,44,0,0
HSI00001354,Self Regional Healthcare,Greenwood,SC,1,0,23144453,,77,22,14,5,3,1,1,0,1,290,10903,28.42,0,0,0,0,1,0,0,0,0,0,0,0,,,1,150,0,0
HSI00001356,Island Hospital,Anacortes,WA,1,0,22768055,,53,28,16,9,10,1,1,0,1,42,3012,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
HSI00001358,Southern New Hampshire Health,Nashua,NH,1,0,18187504,,258,89,67,38,55,1,1,0,1,150,7739,3.86,0,0,0,0,1,0,0,0,0,0,0,0,,,1,176,0,0
HSI00001359,Stillwater Medical Center Authority,Stillwater,OK,1,0,22326353,,71,28,19,10,20,2,2,1,1,121,3914,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,58,0,13
HSI00001365,Valley View Hospital Association,Glenwood Springs,CO,1,0,22829875,,75,18,13,11,8,1,1,0,1,49,3022,0,0,0,0,0,0,1,0,0,0,0,0,0,,,1,0,0,13
